公司名称,企业性质,所属行业,招聘类型,招聘对象,工作地点,岗位,更新时间,截止时间,投递链接,相关公告,笔试情况
芯朴科技,民企,电子/半导体,秋招,2027届,上海,"设计工程师CMos模拟集成电路设计工程
师",2026/08/26,尽快投递,https://mp.weixin.qq.com/s/-I_p9ObyZVMc7FakQlUX3w?click_id=639658744,https://mp.weixin.qq.com/s/-I_p9ObyZVMc7FakQlUX3w?click_id=639658744,未明确
联眺科技,民企,电子/半导体,秋招,2027届,上海武汉,射频技术专家先进功率技术专家生产管理培训生 硬件测试工程师射频工程师软件开发工程师(嵌入式方向)软件测试工程师客服服务工程师机械工程师 电子硬件工程师 电力电子工程师,2026/08/26,尽快投递,https://leapsightech.zhiye.com/campus/jobs,https://leapsightech.zhiye.com/campus/jobs,需要笔试
希奥端,民企,机械设备/电气系统,秋招,2027届,"天津,成都,南京,深圳,北京,杭州",数字IC设计验证工程师、数字中端工程师、嵌入式开发工程师、AI应用工程师、编译器工程师、固件测试工程师、解决方案工程师、硬件开发工程师、硬件测试工程师、算法架构工程师、芯片销售工程师,2026/08/26,尽快投递,https://lecarc.zhiye.com/campus/jobs?memory=&silence=1,https://mp.weixin.qq.com/s/KGiKptxAhBRinPQErdxn-w?scene=1&click_id=585225432,部分免笔试
捷迅光电,民企,科技,秋招,2027届,合肥,海外销售经理、售后服务工程师、国内销售经理、品牌专员、软件工程师、机械工程师、电气工程师、应用工程师、采购工程师、质量工程师、工艺工程师、仓管员、物流包装工程师、人力资源专员、法务合规专员、信息化专员、财务专员,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/J8wxq-7PqHS3BBatVSN7Eg?scene=1&click_id=1185946061,https://mp.weixin.qq.com/s/J8wxq-7PqHS3BBatVSN7Eg?scene=1&click_id=1185946061,未明确
北京证券交易所,央国企,银行/金融/证券/保险,秋招,2027届,北京,"经济金融和数理统计类、法律类、会计
类，技术类",2026/08/26,2026-09-20,https://zhaopin.neeq.com.cn/zp.html#/,https://mp.weixin.qq.com/s/_qssZJiySlXgQdQ8l-WmWA,需要笔试
研极微电,民企,机械设备/电气系统,秋招,2027届,"深圳,杭州,北京,苏州,上海,南京,成都,长沙,西安,天津",IC设计工程师(AI驱动设计方向)、IC设计工程师(SOC/NPU/CPU)、模拟IC设计工程师(CIS)、ISP验证工程师、软件工程师(A驱动开发方向)、硬件工程师(芯片)、模拟版图工程师(CIS)、IC封装测试工程师、芯片测试工程师、算法工程师:、语音/计算机视觉/算法平台、流媒体/JAVA/大数据/Android/i0S/、平台研发、IT开发工程师、嵌入式软件工程师、ISP集成工程师、开发工程师(AlInfra/Agent/AlAgent)、硬件工程师(产品)、结构工程师、产品测试工程师、软件工程师(SOC验证)、软件工程师(CPU/NPU)、售后支持工程师、解决方案工程师(图像)、解决方案工程师(硬件)、采购专员、AI视频制作、内容电商运营,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/GtH8WNojHl9Fmq_UnqyRhQ,https://mp.weixin.qq.com/s/GtH8WNojHl9Fmq_UnqyRhQ,未明确
联特科技,民企,科技,秋招,2027届,武汉上海,硬件开发、产品开发、测试工程师、仿真工程师、Layout工程师、结构开发工程师、热设计工程师器件开发工程师、器件工艺工程师、工艺工程师、制造工程师、自动化工程师、质量工程师、财务、计划、人力、IT、采购、市场、行政,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/6z603Um4iyPZQIv0QugJ5A,https://mp.weixin.qq.com/s/6z603Um4iyPZQIv0QugJ5A,部分免笔试
华为IT,民企,科技,秋招,"2027届, 2026届","深圳,东莞,北京,杭州,西安,武汉,苏州",AlInfra工程师、AlInfra研究员、AI应用工程师、AI应用研究员、AI模型工程师、AI模型研究员、AI安全与隐私工程师、AI安全与隐私研究员、网络安全与隐私保护工程师、软件开发工程师、软件开发高级工程师、ID与UX设计师,2026/08/26,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/szoL-IMtUkUVXR3GJNbzgg?scene=1,需要笔试
华为销售类,民企,科技,秋招,"2027届, 2026届","深圳,东莞,北京,上海,杭州，南京,成都,西安,武汉,苏州","客户经理(含小语种)、华为云BD(含小语种)、数字能源BD(含小语种、产品行销经
理",2026/08/26,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/9iAhyMYwOYZFR-fPdQBZag?scene=1,需要笔试
华为智能汽车解决方案BU,民企,科技,秋招,"2027届, 2026届","深圳,东莞,上海,南京,北京,杭州,西安,武汉,苏州",AI模型工程师/研究员、AI应用工程师/研究员、AIInfra工程师/研究员、AI安全与隐私工程师/研究员、光/计算/无线技术研究员、先进材料与工艺研究员、算法工程师/研究员、技术研究工程师、软件开发工程师/高级工程师、数据科学工程师、云服务开发工程师、网络安全与隐私保护工程师、硬件技术工程师/高级工程师、结构与材料工程师/高级工程师、热设计工程师/高级工程师、芯片与器件设计工程师/高级工程师、ID与UX设计师、人因与用户体验工程师,2026/08/26,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/IGeKiAWzmdF0Bf0GIGNlJQ?scene=1,需要笔试
华为留学生,民企,科技,秋招,"2027届, 2026届","深圳,北京,上海,杭州,南京,武汉,西安,成都,东莞,苏
州","面向海外留学生:研发类、销售类、财经
类、供应链类、法务类",2026/08/26,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/kcU_Js31tuZ_54YdRDRnIA,需要笔试
华为财经,民企,科技,秋招,"2027届, 2026届",深圳,财务专员，财务专员（小语种）,2026/08/26,尽快投递,https://career.huawei.com/cn/campus-recruitment-job-list?recruitmentType=FRESH_GRADUATE,https://mp.weixin.qq.com/s/Lak4zfQ2t8JDcAAX313MJw?scene=1,需要笔试
华为秘书,民企,科技,秋招,2027届,"深圳,东莞,上海,北京,西安,杭州
",秘书,2026/08/26,尽快投递,https://career.huawei.com/cn/job-details?advertisementId=38010,https://mp.weixin.qq.com/s/hkTARd4Qz3TJn-9KRmSmBA,需要笔试
全志科技,民企,科技,秋招,2027届,"珠海,广州,深圳,西安,上海",产品类、硬件类、软件类、算法类、芯片设计类、芯片制造类、模拟版图类、芯片验证类、AI研发类,2026/08/26,尽快投递,https://campus.allwinnertech.com/campus-recruitment/allwinnertech/43436/#/,https://mp.weixin.qq.com/s/iCHJd4mkpaJCZz-noyeH9A,部分免笔试
北京发那科,外企,机械设备/电气系统,秋招,2027届,北京上海深圳,技术销售类、技术支持类、售后技术类、软件产品类,2026/08/26,2026-11-15,https://iwhih7is28.jobs.feishu.cn/campus/?keywords=&category=&location=&project=7675958377092647231&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,https://mp.weixin.qq.com/s/7U4e8lekHPcFyudzlZjAPQ,需要笔试
莫仕珠海,外企,机械设备/电气系统,秋招,2027届,珠海,助理工艺工程师、工艺工程师(含WSS方向)、工艺开发工程师、助理产品工程师、管培生(光无源器件工艺方向)、产品研发光学工程师、研发工程师(光互连集成研发/光封装结构研发/高速光互连集成系统测试)、软件开发工程师、固件工程师、机械工程师、机械助理工程师、软件助理工程师、电子/硬件工程师、质量工程师(助理)、数字化运用工程师(MES/PLM/运营报表/AI+制造数据分析),2026/08/26,尽快投递,https://xym.51job.com/wechat/vuectmjobs/#/,https://mp.weixin.qq.com/s/tk0N0dlioBKG3o7VXeJbEg,未明确
北京金融发展服务有限公司,央国企,银行/金融/证券/保险,秋招,2027届,北京,项目管理,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/HmsD_gWmsl1TMTfE1CtH7g,https://mp.weixin.qq.com/s/HmsD_gWmsl1TMTfE1CtH7g,需要笔试
恩智浦,外企,机械设备/电气系统,秋招,2027届,上海重庆天津深圳,"System and Application Engineer, AnalogDesign Engineer、 Auto Key Account Sales,Automotive ApplicationEngineer, Business andOperationsAnalyst、 COE Finance Accountant,EHS Enginee, Facilities Engineer, FacilityEngineer、 Failure Analysis Engineer, FieldApplication Engineer、 Field ApplicationEngineer-MCU、 MCU ROM SWTestingEngineer、 MCU Software ValidationEngineer、 Product Engineer、 Product/ TestDevelopment Engineer、 Product/ TestEngineer(NPI/NTI)、 Quality Engineer、 RegionalMarketing Marketer、 SoC ImplementationDesignEngineer, SoftwareDevelopmentEngineer - Industrial & loT,Customer ApplicationSupport Engineer - MCU.Field Application Engineer -Radar HardwareTest Engineer, System andApplicationEngineer, Field Quality Engineer",2026/08/26,尽快投递,https://campus.51job.com/nxp/graduates.html,https://mp.weixin.qq.com/s/6pkQ9_sFEe3TpKvLLGlxLA,未明确
广东光锥元科技,民企,科技,秋招,2027届,广州,产品专员(AI产品/多媒体/影像方向)、运营专员(AI产品/SE0/GEO增长方向),2026/08/26,尽快投递,https://mp.weixin.qq.com/s/1RhdiiaCfErnp8Fm66-6kg,https://mp.weixin.qq.com/s/1RhdiiaCfErnp8Fm66-6kg,需要笔试
itc保伦股份,民企,科技,秋招,2027届,广州,"音频算法工程师,视觉算法工程师,AI算法工程师,FPGA工程师",2026/08/26,尽快投递,https://hr.itc.vip/,https://mp.weixin.qq.com/s/GfJxTJM0zCBPYKsLKP0kxA,未明确
QRT量化,民企,银行/金融/证券/保险,秋招,2027届,"北京,上海,香港,新加坡
",量化研究岗、技术岗,2026/08/26,尽快投递,https://app2.greenhouse.io/e/eadnks?sessionid=,https://mp.weixin.qq.com/s/zHcJyy6966gApZgQ4fALkA,需要笔试
无忧传媒,民企,文化传媒/游戏,秋招,2027届,"杭州,北京,上海,成都,重庆,广州,武汉,哈尔滨",摄像/后期、编导/策划、直播运营、商务拓展、营销策划、职能/研发、主播达人、艺人经纪,2026/08/26,尽快投递,https://app.mokahr.com/campus_apply/joymedia/7674#/home,https://mp.weixin.qq.com/s/AtE1Hd9K5wL1OyxbxHlFNg?scene=1&click_id=2141001908,未明确
Formlabs,外企,科技,秋招,2027届,深圳,机械工程师、嵌入式软件工程师、制造工程师、技术支持工程师、嵌入式硬件工程师、系统集成工程师、工艺工程师、亚太渠道销售,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/NtAftscKQvnzOPxOpuBrWQ,https://mp.weixin.qq.com/s/NtAftscKQvnzOPxOpuBrWQ,未明确
造物潭,民企,科技,秋招,2026届,上海,Agent工程师(硕士)、行政专员(本科),2026/08/26,尽快投递,https://mp.weixin.qq.com/s/fU48-IkVgwQHrnhA8l3Wow,https://mp.weixin.qq.com/s/fU48-IkVgwQHrnhA8l3Wow,未明确
大漠大智控,民企,智能硬件/机器人,秋招,2027届,深圳,slam算法工程师linux嵌入式软件开发工程师mcu嵌入式软件开发工程师电机控制算法工程师结构工程师 电机动力工程师,2026/08/26,尽快投递,https://www.dmduav.com/job/campus.html,https://www.dmduav.com/job/campus.html,需要笔试
武汉芯力科技术有限公司,民企,机械设备/电气系统,秋招,2027届,武汉,光学工程师工艺工程师 电气工程师机械工程师软件工程师,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/LKfdQunVwW-Z0T0V6u34Zg,https://mp.weixin.qq.com/s/LKfdQunVwW-Z0T0V6u34Zg,未明确
柏城股份,民企,建筑地产/市政工程,秋招,2027届,无锡,职能管理类供应链管理类安全管理类商务成本类技术研发岗工程设计、施工技术类,2026/08/26,尽快投递,https://jsboth.zhiye.com/campus/jobs,https://jsboth.zhiye.com/campus/jobs,未明确
振华风光,央国企,电子/半导体,秋招,2027届,成都贵阳西安上海,模拟IC设计工程师 数字ic设计工程师数字IC验证工程师 算法工程师射频工程师封装设计工程师工艺工程师应用验证工程师现场应用工程师应用工程师,2026/08/26,尽快投递,https://www.iguopin.com/company?id=10685310795891955,https://mp.weixin.qq.com/s/p6ITeHNNWzSIjd53NTEBxw,未明确
玫瑰岛集团,民企,家电,秋招,2027届,广东中山,品牌推广市场营销研发技术智能制造供应链管理信息技术职能管理语言类,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/nV_cYx-ty-d6prh9c2mINg?click_id=746609088,https://mp.weixin.qq.com/s/nV_cYx-ty-d6prh9c2mINg?click_id=746609088,未明确
亦方创新,民企,智能硬件/机器人,秋招,2027届,深圳,研发类软件研发类硬件研发类供应链类,2026/08/26,尽快投递,https://acnri4vb8c0j.jobs.feishu.cn/779347/,https://acnri4vb8c0j.jobs.feishu.cn/779347/,无笔试
弘远电气,民企,机械设备/电气系统,秋招,2027届,苏州,产品研发岗技术开发岗销售工程师职能管理岗硬件工程师结构工程师成套柜工程师资深电气工程师,2026/08/26,尽快投递,https://www.farwide-electric.com/join.html?pg=1,https://www.farwide-electric.com/join.html?pg=1,未明确
金田铜业,民企,矿产/钢铁,秋招,2027届,宁波重庆常州肇庆包头,"体系装备管理工艺技术材料研发人力资源
国际市场开发国内市场开发供应链管理信息化财务资金生产管理品质",2026/08/26,尽快投递,https://wecruit.hotjob.cn/SU69815a1bbe908548be0c82e9/pb/school.html,https://wecruit.hotjob.cn/SU69815a1bbe908548be0c82e9/pb/school.html,无笔试
慧联集团,民企,机械设备/电气系统,秋招,2027届,厦门成都泰国,机械工程师材料工程师工艺工程师电气工程师海外营销类国内营销类,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/QrcvfACJXnBNLJHyKaXkgQ?click_id=1535310507,https://mp.weixin.qq.com/s/QrcvfACJXnBNLJHyKaXkgQ?click_id=1535310507,未明确
永芯科技,民企,电子/半导体,秋招,2027届,北京,集成电路类微电子光学物理电子信息材料化学类光电电气自动化机械类仪器类通信工程数学计算机信息技术类环境与安全工程类管理科学与工程类物流管理等相关专业,2026/08/26,尽快投递,https://yongxinbj.zhiye.com/custom/campus,https://yongxinbj.zhiye.com/custom/campus,未明确
花旗中国,外企,银行/金融/证券/保险,实习（有转正机会）,"2027届, 2028届",上海,商业银行部、企业银行部、金融服务部,2026/08/26,2026-11-27,https://jobs.citi.com/,https://mp.weixin.qq.com/s/w1EXw1JZiZF_PeKRtMWPnA,需要笔试
旭阳集团,民企,矿产/钢铁,秋招,2027届,河北邢台河北唐山江西萍乡河北定州山东东明天津河北沧州山东郓城河北石家庄内蒙古呼和浩特印尼苏拉威西内蒙古乌兰察布蒙古国乌兰巴托内蒙古包头,研发技术岗生产技术岗海外营销岗技术方案工程师技术服务工程师客户经理信息化工程师自动化工程师设备工程师招聘专业人工智能智能制造工业智能信息管理电气工程及其自动化机械设计制造及其自动化智能装备与系统计算机科学商务英语/小语种类国际贸易供应链管理矿物加工工程冶金工程化工工艺化学工程精细化工高分子材料材料与化工采矿工程工业催化反应工程过程装备与控制工程过程分析与模拟计算应用化学有机化学化学生物学合成生物学生物化工 生物工程 发酵工程环境工程数学统计,2026/08/26,尽快投递,https://risun.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/K2ebMlf-sW98Y3SIj06ttA,未明确
转转,民企,互联网/人工智能,秋招,2027届,北京深圳,产品类商业分析类运营类,2026/08/26,尽快投递,https://zhuanzhuan.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/QAn4iwYaqoRL07AgNzPOvg,部分免笔试
成都华微,央国企,电子/半导体,秋招,2027届,成都,模拟类数字类软件类硬件与测试类技术支持类,2026/08/26,尽快投递,https://campus.51job.com/cdhw/job.html,https://mp.weixin.qq.com/s/sRWoCqTXJRl_QluTAk23ww,需要笔试
加特兰微电子,民企,电子/半导体,秋招,2027届,上海,研发类生产类职能类岗位,2026/08/26,尽快投递,https://app.mokahr.com/campus_apply/calterah/1109#/,https://mp.weixin.qq.com/s/GRkbTfdvQHCAbqRY00nLzA,未明确
泰隆银行,银行,银行/金融/证券/保险,秋招,"2027届, 2026届","上海,苏州,常熟,张家港,昆山,太仓,杭州,宁波,温州,嘉兴,湖州,绍兴,金华,衢州,舟山,台州,丽水,龙泉,福州,福清,漳州,黄石,大冶,肇庆,四会,清远,英德,宝鸡咸阳,安康,旬阳","""菁鲤计划""培训生(营销方向)""苦鲤计划""培训生(财务运营方向)量化投资策略研发岗客户经理""鲤跃计划“培训生(金融科技方向)服务经理IT""菁英""人才",2026/08/26,2026-11-30,https://zjtlcb.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/IQTAYzyjgac-XmHYDbmRsg,部分免笔试
中国三星,外企,电子/半导体,秋招,2027届,北京天津西安苏州东莞,研发技术工程师职能市场/运营,2026/08/26,尽快投递,https://dearsamsung.zhiye.com/#/samsung/pc/campus/xzlb,https://mp.weixin.qq.com/s/siY6wsd281o0KpdyQTbdUQ,需要笔试
亚马逊,外企,互联网/人工智能,"秋招, 实习","2027届, 2026届",北京上海深圳香港,软件开发工程师软件开发工程师(智能硬件团队)应用科学家实习生(InternationalTechnology团队)解决方案架构师综合管理类Tech BusinessDeveloper Program Manager Sales Ops Analyst实习岗位 Technical Business Developer Intern,2026/08/26,尽快投递,https://www.amazon.jobs/content/zh/career-programs/university?country%5B%5D=CN&cmpid=SM_WEAU200476C&sessionid=,https://mp.weixin.qq.com/s/jnWZKbMaEkn9aBzjaCzNGg,部分免笔试
水晶光电,民企,电子/半导体,秋招,2027届,台州杭州东莞鹰潭深圳越南,工艺技术&质量类生产制造类设备&信息化类业务&职能类,2026/08/26,尽快投递,https://crystal-optech1.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/g1kiGurmTaXHogfhfmeM3Q,未明确
普利特,民企,能源/电力,秋招,2027届,"天津,沈阳,长春,上海,无锡,常州,苏州,常熟,南通,宁波,余姚,慈溪,嘉兴,台州,合肥,芜湖,青岛,武汉,长沙,广州,深圳，东莞,重庆,成都,海外",工艺员，排产专员，工艺专员，设备专员，生产专员，CQE工程师，仓储专员，采购专员，财务专员，开发(.NET&X++)工程师，工艺工程师，色彩开发工程师，客户经理/市场专员，研发工程师(博士)，集团管培生化工相关专业，高分子，化学，工科类，机械，电气，自动化，仓储物流相关专业，供应链管理，物流管理，材料，计算机相关，高分子材料，工艺工程，轻化工程，高分子材料相关，高分子相关,2026/08/26,尽快投递,https://pret.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/e7KjegsddqQ4ole1f0kYyw,未明确
噢易云计算,民企,互联网/人工智能,秋招,2027届,"陕西贵州海南云南重庆广东甘肃
",销售工程,2026/08/26,尽快投递,https://oseasy.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/xtLAYBYuCETic8MRf1Wb1w,部分免笔试
中国航发成都发动机有限公司,央国企,国企,秋招,2027届,成都,智能制造、机械工程、机械、航空宇航科学与技术、力学、材料科学与工程、工业工程、能源动力、动力工程及工程热物理、航空宇航推进理论与工程、飞行器设计、控制科学与工程、机械设计制造及其自动化、机械电子工程、智能制造工程、仪器科学与技术、测控技术与仪器、冶金工程、金属材料工程、复合材料与工程、化学工程与技术、材料与化工、材料加工工程、材料成型及控制工程、安全科学与工程、计算机科学与技术、软件工程、数学、物流管理与工程、马克思主义理论、人力资源、法学、会计、审计、新闻传播学、飞行器制造工程、飞行器动力工程、能源与动力工程,2026/08/26,尽快投递,https://campus.51job.com/420/,https://mp.weixin.qq.com/s/otRzF0l6f0rJ0oXeTw0m-A,未明确
电科金仓,央国企,科技,秋招,2027届,"北京,天津,上海,青岛,成都,西安","C语言研发工程师,Java研发工程师,测试工程师,售前管培生,销售管培生",2026/08/26,尽快投递,https://app.mokahr.com/campus-recruitment/kingbase/47259?sourceToken=71b3c4ae3ab9e20a733ab2ffc8a556fe#/,https://mp.weixin.qq.com/s/BlYp6lXekH_Oo_kvRaAnYA,需要笔试
卫华集团,民企,机械设备/电气系统,秋招,2027届,郑州新乡,调试工程师、电气工程师、采购工程师、人力资源专员、项目工程师、销售工程师、质量工程师、安全工程师、生产调度、工艺工程师、销售工程师、机械工程师机械，电气，自动化，金属材料，焊接技术，计算机，软件工程，经济与贸易，商务英语，俄语，法语，葡萄牙语，财务，审计，人力，行政，法务，心理学，焊接，安全工程，工业工程,2026/08/26,尽快投递,https://job.craneweihua.com/recruit?type=2&unit_id=0,https://mp.weixin.qq.com/s/LlI1H3jbqMDKHG1DFZy2cw,未明确
大连科苑同芳学校,民企,教育培训,秋招,2027届,大连,"高中教师,素能类教师,销售培优生",2026/08/26,尽快投递,https://pxjydl1.zhiye.com/,https://mp.weixin.qq.com/s/OeYctR0fzHQMNP8IIrxENg,未明确
学而思,民企,教育培训,秋招,"2027届, 2026届, 2025届",全国,素质教师中学教师竞赛教练,2026/08/26,尽快投递,https://job.tal.com/campus/xes/eSp3Dk/positions,https://mp.weixin.qq.com/s/pb8euccLbVzoZJGhiqP0-Q,无笔试
信捷电气,民企,机械设备/电气系统,秋招,2027届,无锡全国,"过程控制,电磁设计,AI系统开发,3D视觉算法,嵌入式软件,上位机软件,硬件,机械,电机结构,电机工艺,失效分析,测试,自动化系统集成,技术支持,销服管培生,技术销售",2026/08/26,尽快投递,https://xinje.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/_Nk7ZH28nCszE_cyi1JSWA,需要笔试
安徽国控资本有限公司,央国企,国企,秋招,2027届,合肥,"人事专员岗,风险经理岗,资产管理岗,党委文秘岗,纪检岗,综合会计岗,财务经理岗,高级法务经理岗",2026/08/26,2026-09-04,https://ahgzcz.pzhl.net/index.php,https://mp.weixin.qq.com/s/Nddt1A5v5c09AC30QDMNJA,需要笔试
新东方上海学校,民企,教育培训,秋招,2027届,上海,高中个性化教师高中班课教师素质素养教师自习室教室智慧学习空间教室,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/Waxb9LhI-DMECJQNGm2KTQ,https://mp.weixin.qq.com/s/Waxb9LhI-DMECJQNGm2KTQ,未明确
晶盛机电,民企,机械设备/电气系统,秋招,2027届,浙江宁夏内蒙古海外,研发技术类市场营销类生产制造类职能管理类,2026/08/26,尽快投递,https://app.mokahr.com/campus-recruitment/jsjd/118048?locale=zh-CN#/jobs/,https://mp.weixin.qq.com/s/Fq_C97tzxQg-KvefRJT1Fw,未明确
半亩花田,民企,快消/食品/零售/消费,秋招,2027届,济南上海广州厦门,市场类电商运营类线下销售类研发类供应链/质量类设计类IT类职能类,2026/08/26,尽快投递,https://huawutang1.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/HdwRNpkGKc2YU8TgKT6HjA,未明确
震坤行,民企,电商,秋招,2027届,上海北京广东江苏浙江甘肃新疆陕西山东湖北全国,采购专员产品经理技术支持招投标专员高级客服专员客户经理算法实习生,2026/08/26,尽快投递,https://zhaopin.zkh.com/campus/jobs,https://mp.weixin.qq.com/s/HHgoV903IM6OlFrvOXcGXQ,部分免笔试
广电运通集团,央国企,互联网/人工智能,秋招,2027届,"北京沈阳上海苏州广州西
安",算法类软件类硬件类智能类产品类职能类营销类博士岗位,2026/08/26,尽快投递,https://app.mokahr.com/campus-recruitment/grgbanking/39448#/jobs,https://mp.weixin.qq.com/s/fe6VuqNkrP3xxh7ImhV6dA,需要笔试
中颖电子,民企,电子/半导体,秋招,2027届,合肥西安上海杭州深圳,数字电路设计模拟电路设计IC系统应用开发IC销售工程师,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/GIQyLjpogrsE-BCRZ_hSdg,https://mp.weixin.qq.com/s/GIQyLjpogrsE-BCRZ_hSdg,未明确
丰尚,民企,机械设备/电气系统,秋招,2027届,扬州常州全国海外,研发类技术类营销类项目类职能类,2026/08/26,尽快投递,https://famsun.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/eFj4hD8pyzp8t7EI4ESELA,未明确
曦诺未来,民企,智能硬件/机器人,秋招,2027届,杭州深圳,机械结构类算法开发类硬件开发类软件开发类工艺材料类仿真测试类产品管理类市场营销类供应链制造类,2026/08/26,尽快投递,https://xynovatech.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/GGTJd58IhEqbOQNtfEOT5w,未明确
均胜集团,民企,车企/汽车零部件,秋招,2027届,上海宁波,"VLA算法工程师,算法仿真工程师,世界模型算法工程师,力学仿真工程师,灵巧手结构工程师,触觉感知工程师,微型齿轮设计专家，灵巧手硬件工程师，电机驱动算法工程师,具身基模研究员(WM/WAM),AgenticRobotics研究员,具身基模研究员(多模态),机器人Agent工程师(Planning),机器人学习研究员,机器人Agent工程师(Skills),具身仿真研究员,机器人感知工程师,关节驱控算法工程师,关节结构设计工程师，运控算法工程师,算法初级工程师,功能安全初级工程师,中间件初级工程师,产品初级工程师,系统设计初级工程师,结构设计工程师,采购工程师,硬件设计工程师,项目工程师,软件设计工程师",2026/08/26,尽快投递,https://app.mokahr.com/campus-recruitment/joyson/94311#/jobs,https://mp.weixin.qq.com/s/C0o5-5vfq4yhzd0iDX0f5g,部分免笔试
普利铭,民企,生物医药/生物制药,秋招,2027届,成都,工艺工程师质量管理工程师综合管理岗,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/3pv5vfdItfRw9sa1VCDkiA,https://mp.weixin.qq.com/s/3pv5vfdItfRw9sa1VCDkiA,未明确
山东能源集团,民企,能源/电力,秋招,2027届,山东省全国,技能操作岗位:井下岗位化工生产电力生产铁道运输装备制造,2026/08/26,尽快投递,https://zhaopin.shandong-energy.com/recruit#/portal_job_list?job_class=campus&filter_dict=%7B%22select_depart%22:null%7D,https://mp.weixin.qq.com/s/WrCB8tNHfKS1AOn_uS_WTA,需要笔试
中国能建西北院,央国企,能源/电力,秋招,2027届,西安全国其他,电气工程设计员岗热能动力设计员岗自动化工程设计员岗技术经济设计员岗资源工程设计员岗土木建筑设计员岗水工海工设计员岗勘测工程设计员岗网络信息设计员岗安全管理员岗会计岗法务岗博士岗位,2026/08/26,尽快投递,https://ideal.51job.com/xbyzp/campus.html,https://mp.weixin.qq.com/s/zGHPztZS3xQfLkQD-hZ-2Q,需要笔试
威胜达,民企,机械设备/电气系统,秋招,2027届,江苏常热,动力工程及工程热物理制冷与低温工程过程装备与控制工程化工过程机械流体机械及工程电气工程及其自动化自动化电气控制工程机械过控机电电气等相关专业,2026/08/26,2026-12-31,https://mp.weixin.qq.com/s/zbFStraUlq_7hjlotdeSRg,https://mp.weixin.qq.com/s/zbFStraUlq_7hjlotdeSRg,未明确
恒立液压,民企,机械设备/电气系统,秋招,2027届,江苏常州,营销类研发类生产管理类职能类,2026/08/26,尽快投递,https://www.henglihydraulics.com/col47/list,https://mp.weixin.qq.com/s/_ngnSvc_aMEv9gSuAWBRzA,需要笔试
极洞科技,民企,高端装备与国防科技/航空航天,秋招,2027届,上海,Ros2/DDS通信中间件工程师机器人端侧嵌入式软件工程师 卫星通信硬件设计卫星通导软件 规控算法工程师感知算法工程师电子硬件工程师机械结构工程师,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/09Z7YJgLTN3TPGSgs65Fxw,https://mp.weixin.qq.com/s/09Z7YJgLTN3TPGSgs65Fxw,未明确
中铁广州局一公司,民企,建筑地产/市政工程,秋招,2027届,南京江苏上海安徽山东浙江江西全国,土建类水工类管理类财会类综合类,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/CrCiAsmq0U-XEeUVq6avAw,https://mp.weixin.qq.com/s/CrCiAsmq0U-XEeUVq6avAw,需要笔试
北京君正,民企,电子/半导体,秋招,2027届,北京合肥武汉深圳,嵌入式软件工程师 IC设计工程师 算法工程师AI系统工程师 数字IC前端工程师芯片后端工程师CPu软件工程师 版图设计工程师 应用工程师模拟IC设计工程师版图工程师,2026/08/26,尽快投递,https://mp.weixin.qq.com/s/UYrL9arzsh68Lkksefg1gg,https://mp.weixin.qq.com/s/UYrL9arzsh68Lkksefg1gg,需要笔试
